customer_id,first_booking_date,last_booking_date,total_bookings,total_revenue,average_booking_value,cohort_month,recency_days,repeat_booking_flag,active_span_days,booking_frequency,cohort_status
C001450,2025-12-05,2026-07-12,6.0,16196.289999999999,2699.3816666666667,2025-12,163.0,1.0,219.0,0.8219178082191781,ACTIVE_COHORT_MEMBER
C001451,2026-10-16,2026-10-16,1.0,2066.71,2066.71,2026-10,67.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001452,2026-02-10,2026-06-12,2.0,4706.4,2353.2,2026-02,193.0,1.0,122.0,0.49180327868852464,ACTIVE_COHORT_MEMBER
C001453,2026-09-20,2026-09-20,1.0,3903.05,3903.05,2026-09,93.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001454,2026-03-12,2026-03-12,1.0,4948.5,4948.5,2026-03,285.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001455,,,,,,,,,,,NO_BOOKING
C001456,2026-02-17,2026-02-17,1.0,2317.8,2317.8,2026-02,308.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001457,2026-07-20,2026-07-20,1.0,2334.88,2334.88,2026-07,155.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001458,2026-05-29,2026-05-29,1.0,2218.01,2218.01,2026-05,207.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001459,2026-04-12,2026-04-12,1.0,2031.25,2031.25,2026-04,254.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001460,2025-12-03,2025-12-03,1.0,2153.26,2153.26,2025-12,384.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001461,2025-10-26,2026-08-26,4.0,11644.08,2911.02,2025-10,118.0,1.0,304.0,0.39473684210526316,ACTIVE_COHORT_MEMBER
C001462,2026-04-29,2026-10-25,2.0,6612.51,3306.255,2026-04,58.0,1.0,179.0,0.33519553072625696,ACTIVE_COHORT_MEMBER
C001463,2026-02-02,2026-08-27,5.0,11410.470000000001,2282.094,2026-02,117.0,1.0,206.0,0.7281553398058253,ACTIVE_COHORT_MEMBER
C001464,2025-11-17,2026-05-22,2.0,7908.3,3954.15,2025-11,214.0,1.0,186.0,0.3225806451612903,ACTIVE_COHORT_MEMBER
C001465,2026-01-06,2026-01-06,1.0,2017.85,2017.85,2026-01,350.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001466,2026-09-11,2026-09-11,1.0,3301.0,3301.0,2026-09,102.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001467,2025-12-10,2026-02-06,3.0,8291.15,2763.7166666666667,2025-12,319.0,1.0,58.0,1.5517241379310345,ACTIVE_COHORT_MEMBER
C001468,2026-10-31,2026-10-31,1.0,2473.1,2473.1,2026-10,52.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001469,2026-05-24,2026-05-24,1.0,3688.44,3688.44,2026-05,212.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001470,2026-02-04,2026-05-27,2.0,2177.91,1088.955,2026-02,209.0,1.0,112.0,0.5357142857142857,ACTIVE_COHORT_MEMBER
C001471,2026-03-29,2026-03-29,1.0,1201.71,1201.71,2026-03,268.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001472,2025-11-15,2025-12-30,2.0,6167.96,3083.98,2025-11,357.0,1.0,45.0,1.3333333333333333,ACTIVE_COHORT_MEMBER
C001473,,,,,,,,,,,NO_BOOKING
C001474,2026-01-09,2026-06-14,3.0,8430.65,2810.2166666666667,2026-01,191.0,1.0,156.0,0.5769230769230769,ACTIVE_COHORT_MEMBER
C001475,2025-12-03,2026-02-15,2.0,3686.02,1843.01,2025-12,310.0,1.0,74.0,0.8108108108108107,ACTIVE_COHORT_MEMBER
C001476,2026-03-02,2026-07-30,2.0,4617.48,2308.74,2026-03,145.0,1.0,150.0,0.4,ACTIVE_COHORT_MEMBER
C001477,2026-11-09,2026-11-09,1.0,1520.29,1520.29,2026-11,43.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001478,2025-12-27,2025-12-27,1.0,2052.65,2052.65,2025-12,360.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001479,2026-05-28,2026-10-21,3.0,11959.08,3986.36,2026-05,62.0,1.0,146.0,0.6164383561643836,ACTIVE_COHORT_MEMBER
C001480,,,,,,,,,,,NO_BOOKING
C001481,2026-05-08,2026-05-08,1.0,3811.23,3811.23,2026-05,228.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001482,2026-02-17,2026-07-09,3.0,10994.460000000001,3664.82,2026-02,166.0,1.0,142.0,0.6338028169014085,ACTIVE_COHORT_MEMBER
C001483,,,,,,,,,,,NO_BOOKING
C001484,,,,,,,,,,,NO_BOOKING
C001485,2026-10-05,2026-10-05,1.0,1159.27,1159.27,2026-10,78.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001486,2026-03-13,2026-09-09,2.0,8924.720000000001,4462.360000000001,2026-03,104.0,1.0,180.0,0.3333333333333333,ACTIVE_COHORT_MEMBER
C001487,2025-12-16,2025-12-16,1.0,3007.61,3007.61,2025-12,371.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001488,2025-12-24,2025-12-24,1.0,3187.08,3187.08,2025-12,363.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001489,,,,,,,,,,,NO_BOOKING
C001490,,,,,,,,,,,NO_BOOKING
C001491,2026-08-03,2026-08-03,1.0,4737.89,4737.89,2026-08,141.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001492,,,,,,,,,,,NO_BOOKING
C001493,2026-05-06,2026-05-06,1.0,858.37,858.37,2026-05,230.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001494,2026-06-10,2026-09-17,2.0,3594.96,1797.48,2026-06,96.0,1.0,99.0,0.6060606060606061,ACTIVE_COHORT_MEMBER
C001495,2026-07-08,2026-07-08,1.0,4991.09,4991.09,2026-07,167.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001496,2026-05-21,2026-10-19,2.0,5456.93,2728.465,2026-05,64.0,1.0,151.0,0.3973509933774835,ACTIVE_COHORT_MEMBER
C001497,,,,,,,,,,,NO_BOOKING
C001498,2026-04-05,2026-07-04,2.0,5688.57,2844.285,2026-04,171.0,1.0,90.0,0.6666666666666666,ACTIVE_COHORT_MEMBER
C001499,,,,,,,,,,,NO_BOOKING
C001500,2025-12-17,2025-12-17,1.0,3198.36,3198.36,2025-12,370.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001501,2025-10-18,2026-07-03,4.0,12665.98,3166.495,2025-10,172.0,1.0,258.0,0.46511627906976744,ACTIVE_COHORT_MEMBER
C001502,,,,,,,,,,,NO_BOOKING
C001503,2026-01-22,2026-11-14,3.0,10751.61,3583.8700000000003,2026-01,38.0,1.0,296.0,0.30405405405405406,ACTIVE_COHORT_MEMBER
C001504,2025-11-18,2025-11-18,1.0,3821.92,3821.92,2025-11,399.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001505,2026-01-19,2026-04-26,2.0,8051.08,4025.54,2026-01,240.0,1.0,97.0,0.6185567010309279,ACTIVE_COHORT_MEMBER
C001506,2025-11-25,2026-06-05,4.0,14521.18,3630.295,2025-11,200.0,1.0,192.0,0.625,ACTIVE_COHORT_MEMBER
C001507,,,,,,,,,,,NO_BOOKING
C001508,2025-10-08,2026-08-02,2.0,2398.11,1199.055,2025-10,142.0,1.0,298.0,0.20134228187919462,ACTIVE_COHORT_MEMBER
C001509,2026-02-19,2026-02-19,1.0,4633.44,4633.44,2026-02,306.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001510,,,,,,,,,,,NO_BOOKING
C001511,2025-12-19,2026-02-22,2.0,4941.9400000000005,2470.9700000000003,2025-12,303.0,1.0,65.0,0.9230769230769231,ACTIVE_COHORT_MEMBER
C001512,,,,,,,,,,,NO_BOOKING
C001513,,,,,,,,,,,NO_BOOKING
C001514,,,,,,,,,,,NO_BOOKING
C001515,2026-03-08,2026-09-10,2.0,4832.01,2416.005,2026-03,103.0,1.0,186.0,0.3225806451612903,ACTIVE_COHORT_MEMBER
C001516,2025-11-23,2025-11-23,1.0,1123.17,1123.17,2025-11,394.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001517,2025-12-03,2025-12-03,1.0,4959.9,4959.9,2025-12,384.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001518,2025-08-20,2026-05-01,4.0,17029.57,4257.3925,2025-08,235.0,1.0,254.0,0.47244094488188976,ACTIVE_COHORT_MEMBER
C001519,2026-06-01,2026-10-28,2.0,6384.139999999999,3192.0699999999997,2026-06,55.0,1.0,149.0,0.40268456375838924,ACTIVE_COHORT_MEMBER
C001520,2026-05-20,2026-05-20,1.0,2937.96,2937.96,2026-05,216.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001521,2026-09-22,2026-09-22,1.0,4828.6,4828.6,2026-09,91.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001522,2026-01-30,2026-07-16,3.0,13454.82,4484.94,2026-01,159.0,1.0,167.0,0.5389221556886228,ACTIVE_COHORT_MEMBER
C001523,2026-03-11,2026-06-03,2.0,6279.9,3139.95,2026-03,202.0,1.0,84.0,0.7142857142857143,ACTIVE_COHORT_MEMBER
C001524,2025-12-22,2025-12-22,1.0,614.66,614.66,2025-12,365.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001525,2025-12-03,2026-08-06,4.0,9293.14,2323.285,2025-12,138.0,1.0,246.0,0.48780487804878053,ACTIVE_COHORT_MEMBER
C001526,2025-11-01,2025-11-01,1.0,3237.81,3237.81,2025-11,416.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001527,2025-12-29,2026-07-23,3.0,5968.17,1989.39,2025-12,152.0,1.0,206.0,0.4368932038834952,ACTIVE_COHORT_MEMBER
C001528,2026-01-06,2026-02-15,2.0,7601.17,3800.585,2026-01,310.0,1.0,40.0,1.5,ACTIVE_COHORT_MEMBER
C001529,2026-03-04,2026-03-04,1.0,2005.51,2005.51,2026-03,293.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001530,2026-02-02,2026-07-14,2.0,5055.72,2527.86,2026-02,161.0,1.0,162.0,0.37037037037037035,ACTIVE_COHORT_MEMBER
C001531,,,,,,,,,,,NO_BOOKING
C001532,2025-12-09,2026-08-02,4.0,10073.61,2518.4025,2025-12,142.0,1.0,236.0,0.5084745762711864,ACTIVE_COHORT_MEMBER
C001533,2026-09-03,2026-09-03,1.0,3144.68,3144.68,2026-09,110.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001534,,,,,,,,,,,NO_BOOKING
C001535,2026-02-07,2026-02-07,1.0,870.63,870.63,2026-02,318.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001536,2026-08-24,2026-08-24,1.0,4456.58,4456.58,2026-08,120.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001537,,,,,,,,,,,NO_BOOKING
C001538,2025-12-15,2026-07-10,4.0,7664.59,1916.1475,2025-12,165.0,1.0,207.0,0.5797101449275363,ACTIVE_COHORT_MEMBER
C001539,2026-02-21,2026-03-19,2.0,6859.58,3429.79,2026-02,278.0,1.0,26.0,2.0,ACTIVE_COHORT_MEMBER
C001540,2025-08-31,2025-08-31,1.0,1136.77,1136.77,2025-08,478.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001541,2025-12-23,2026-06-15,3.0,7582.68,2527.56,2025-12,190.0,1.0,174.0,0.5172413793103449,ACTIVE_COHORT_MEMBER
C001542,2025-12-20,2026-08-19,2.0,7526.36,3763.18,2025-12,125.0,1.0,242.0,0.24793388429752067,ACTIVE_COHORT_MEMBER
C001543,2026-01-22,2026-01-22,1.0,1129.35,1129.35,2026-01,334.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001544,2026-06-14,2026-06-14,1.0,3855.84,3855.84,2026-06,191.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001545,2026-05-09,2026-05-09,1.0,3869.72,3869.72,2026-05,227.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001546,2026-07-11,2026-09-21,2.0,6721.51,3360.755,2026-07,92.0,1.0,72.0,0.8333333333333334,ACTIVE_COHORT_MEMBER
C001547,2025-09-09,2026-08-09,3.0,7717.139999999999,2572.3799999999997,2025-09,135.0,1.0,334.0,0.2694610778443114,ACTIVE_COHORT_MEMBER
C001548,2025-10-25,2026-07-01,2.0,4994.73,2497.365,2025-10,174.0,1.0,249.0,0.24096385542168672,ACTIVE_COHORT_MEMBER
C001549,2026-01-01,2026-07-30,2.0,7496.86,3748.43,2026-01,145.0,1.0,210.0,0.2857142857142857,ACTIVE_COHORT_MEMBER
C001550,2026-10-06,2026-10-14,2.0,8803.54,4401.77,2026-10,69.0,1.0,8.0,2.0,ACTIVE_COHORT_MEMBER
C001551,2026-05-15,2026-05-15,1.0,2177.66,2177.66,2026-05,221.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001552,2025-10-07,2026-06-04,3.0,9248.32,3082.773333333333,2025-10,201.0,1.0,240.0,0.375,ACTIVE_COHORT_MEMBER
C001553,2026-01-08,2026-10-21,3.0,9459.43,3153.1433333333334,2026-01,62.0,1.0,286.0,0.3146853146853147,ACTIVE_COHORT_MEMBER
C001554,2025-12-13,2025-12-13,1.0,1895.11,1895.11,2025-12,374.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001555,2026-04-19,2026-04-19,1.0,2503.17,2503.17,2026-04,247.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001556,2026-02-14,2026-03-01,2.0,7725.55,3862.775,2026-02,296.0,1.0,15.0,2.0,ACTIVE_COHORT_MEMBER
C001557,2026-04-25,2026-07-10,2.0,1708.05,854.025,2026-04,165.0,1.0,76.0,0.7894736842105263,ACTIVE_COHORT_MEMBER
C001558,2026-06-20,2026-06-20,1.0,4366.26,4366.26,2026-06,185.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001559,,,,,,,,,,,NO_BOOKING
C001560,2026-11-08,2026-11-08,1.0,2443.64,2443.64,2026-11,44.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001561,2026-02-09,2026-06-30,5.0,18283.68,3656.736,2026-02,175.0,1.0,141.0,1.0638297872340425,ACTIVE_COHORT_MEMBER
C001562,2026-02-15,2026-02-15,1.0,4895.67,4895.67,2026-02,310.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001563,,,,,,,,,,,NO_BOOKING
C001564,2026-04-04,2026-04-04,1.0,4640.81,4640.81,2026-04,262.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001565,2025-12-23,2026-08-04,3.0,6350.3,2116.766666666667,2025-12,140.0,1.0,224.0,0.4017857142857143,ACTIVE_COHORT_MEMBER
C001566,2026-04-30,2026-04-30,1.0,3852.16,3852.16,2026-04,236.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001567,,,,,,,,,,,NO_BOOKING
C001568,2025-10-29,2026-11-25,5.0,18213.13,3642.626,2025-10,27.0,1.0,392.0,0.3826530612244898,ACTIVE_COHORT_MEMBER
C001569,2026-06-10,2026-08-23,2.0,6816.76,3408.38,2026-06,121.0,1.0,74.0,0.8108108108108107,ACTIVE_COHORT_MEMBER
C001570,2026-05-17,2026-05-17,1.0,3305.37,3305.37,2026-05,219.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001571,2026-05-11,2026-05-15,2.0,6416.22,3208.11,2026-05,221.0,1.0,4.0,2.0,ACTIVE_COHORT_MEMBER
C001572,2025-08-30,2026-03-14,2.0,3314.73,1657.365,2025-08,283.0,1.0,196.0,0.30612244897959184,ACTIVE_COHORT_MEMBER
C001573,2025-12-19,2025-12-19,1.0,3580.87,3580.87,2025-12,368.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001574,2025-12-25,2026-08-03,6.0,14721.41,2453.568333333333,2025-12,141.0,1.0,221.0,0.8144796380090498,ACTIVE_COHORT_MEMBER
C001575,2025-09-18,2026-11-04,4.0,13632.07,3408.0175,2025-09,48.0,1.0,412.0,0.29126213592233013,ACTIVE_COHORT_MEMBER
C001576,,,,,,,,,,,NO_BOOKING
C001577,2026-01-24,2026-01-24,1.0,4912.75,4912.75,2026-01,332.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001578,2025-11-12,2026-12-07,3.0,8041.030000000001,2680.3433333333337,2025-11,15.0,1.0,390.0,0.23076923076923078,ACTIVE_COHORT_MEMBER
C001579,,,,,,,,,,,NO_BOOKING
C001580,2026-01-18,2026-01-18,1.0,4793.98,4793.98,2026-01,338.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001581,2026-07-25,2026-07-25,1.0,3877.53,3877.53,2026-07,150.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001582,2025-09-21,2026-06-19,2.0,3470.59,1735.295,2025-09,186.0,1.0,271.0,0.22140221402214022,ACTIVE_COHORT_MEMBER
C001583,2025-10-06,2026-05-14,2.0,3588.2799999999997,1794.1399999999999,2025-10,222.0,1.0,220.0,0.27272727272727276,ACTIVE_COHORT_MEMBER
C001584,2026-01-25,2026-01-25,1.0,1285.84,1285.84,2026-01,331.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001585,2026-08-15,2026-08-15,1.0,1116.73,1116.73,2026-08,129.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001586,2025-12-11,2026-07-10,3.0,12186.14,4062.0466666666666,2025-12,165.0,1.0,211.0,0.4265402843601896,ACTIVE_COHORT_MEMBER
C001587,,,,,,,,,,,NO_BOOKING
C001588,2025-12-23,2026-06-18,2.0,4468.3,2234.15,2025-12,187.0,1.0,177.0,0.3389830508474576,ACTIVE_COHORT_MEMBER
C001589,2026-06-04,2026-06-04,1.0,4455.3,4455.3,2026-06,201.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001590,2025-12-06,2025-12-06,1.0,4158.83,4158.83,2025-12,381.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001591,2026-02-28,2026-10-20,2.0,3106.24,1553.12,2026-02,63.0,1.0,234.0,0.25641025641025644,ACTIVE_COHORT_MEMBER
C001592,2025-09-25,2026-07-13,3.0,8249.39,2749.7966666666666,2025-09,162.0,1.0,291.0,0.30927835051546393,ACTIVE_COHORT_MEMBER
C001593,2026-04-02,2026-04-02,1.0,4805.96,4805.96,2026-04,264.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001594,,,,,,,,,,,NO_BOOKING
C001595,2025-11-17,2025-11-17,1.0,570.74,570.74,2025-11,400.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001596,,,,,,,,,,,NO_BOOKING
C001597,2025-12-02,2026-09-02,2.0,6549.25,3274.625,2025-12,111.0,1.0,274.0,0.21897810218978103,ACTIVE_COHORT_MEMBER
C001598,2026-06-04,2026-06-04,1.0,1494.79,1494.79,2026-06,201.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001599,,,,,,,,,,,NO_BOOKING
C001600,,,,,,,,,,,NO_BOOKING
C001601,2026-03-17,2026-03-17,1.0,1720.57,1720.57,2026-03,280.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001602,2025-10-09,2026-08-20,4.0,9983.73,2495.9325,2025-10,124.0,1.0,315.0,0.38095238095238093,ACTIVE_COHORT_MEMBER
C001603,2026-07-13,2026-07-13,1.0,871.95,871.95,2026-07,162.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001604,2026-01-02,2026-03-09,2.0,5596.93,2798.465,2026-01,288.0,1.0,66.0,0.9090909090909091,ACTIVE_COHORT_MEMBER
C001605,2026-07-20,2026-07-20,1.0,3591.61,3591.61,2026-07,155.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001606,2025-12-04,2026-06-04,4.0,8435.11,2108.7775,2025-12,201.0,1.0,182.0,0.6593406593406593,ACTIVE_COHORT_MEMBER
C001607,,,,,,,,,,,NO_BOOKING
C001608,2025-11-24,2026-04-28,4.0,11944.58,2986.145,2025-11,238.0,1.0,155.0,0.7741935483870968,ACTIVE_COHORT_MEMBER
C001609,,,,,,,,,,,NO_BOOKING
C001610,2026-03-21,2026-03-21,1.0,2107.76,2107.76,2026-03,276.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001611,2026-02-21,2026-06-12,2.0,7830.7,3915.35,2026-02,193.0,1.0,111.0,0.5405405405405405,ACTIVE_COHORT_MEMBER
C001612,2026-06-02,2026-06-02,1.0,1388.24,1388.24,2026-06,203.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001613,,,,,,,,,,,NO_BOOKING
C001614,2026-03-07,2026-03-07,1.0,2347.88,2347.88,2026-03,290.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001615,,,,,,,,,,,NO_BOOKING
C001616,2026-05-21,2026-05-21,1.0,3379.24,3379.24,2026-05,215.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001617,,,,,,,,,,,NO_BOOKING
C001618,,,,,,,,,,,NO_BOOKING
C001619,2025-11-18,2025-11-18,1.0,1209.99,1209.99,2025-11,399.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001620,2026-01-27,2026-05-28,2.0,3085.41,1542.705,2026-01,208.0,1.0,121.0,0.49586776859504134,ACTIVE_COHORT_MEMBER
C001621,2025-11-27,2025-12-20,2.0,4438.83,2219.415,2025-11,367.0,1.0,23.0,2.0,ACTIVE_COHORT_MEMBER
C001622,2025-11-15,2025-11-15,1.0,1364.28,1364.28,2025-11,402.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001623,2026-08-17,2026-08-17,1.0,3864.05,3864.05,2026-08,127.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001624,,,,,,,,,,,NO_BOOKING
C001625,2026-08-25,2026-08-25,1.0,4326.61,4326.61,2026-08,119.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001626,2025-07-25,2026-08-20,5.0,13460.14,2692.028,2025-07,124.0,1.0,391.0,0.3836317135549872,ACTIVE_COHORT_MEMBER
C001627,,,,,,,,,,,NO_BOOKING
C001628,2026-02-13,2026-04-18,2.0,5540.6,2770.3,2026-02,248.0,1.0,64.0,0.9375,ACTIVE_COHORT_MEMBER
C001629,2026-09-20,2026-09-20,1.0,1746.34,1746.34,2026-09,93.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001630,2025-12-26,2026-06-30,4.0,10592.880000000001,2648.2200000000003,2025-12,175.0,1.0,186.0,0.6451612903225806,ACTIVE_COHORT_MEMBER
C001631,2026-02-12,2026-10-07,2.0,4079.23,2039.615,2026-02,76.0,1.0,237.0,0.2531645569620253,ACTIVE_COHORT_MEMBER
C001632,2026-03-19,2026-03-19,1.0,2289.58,2289.58,2026-03,278.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001633,2026-01-25,2026-01-25,1.0,4074.8,4074.8,2026-01,331.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001634,2025-11-08,2026-08-17,3.0,9430.75,3143.5833333333335,2025-11,127.0,1.0,282.0,0.3191489361702127,ACTIVE_COHORT_MEMBER
C001635,,,,,,,,,,,NO_BOOKING
C001636,2026-01-12,2026-08-30,3.0,5994.09,1998.03,2026-01,114.0,1.0,230.0,0.3913043478260869,ACTIVE_COHORT_MEMBER
C001637,2025-12-10,2026-05-06,5.0,9556.5,1911.3,2025-12,230.0,1.0,147.0,1.0204081632653061,ACTIVE_COHORT_MEMBER
C001638,2025-07-30,2026-01-03,3.0,3916.4700000000003,1305.49,2025-07,353.0,1.0,157.0,0.5732484076433121,ACTIVE_COHORT_MEMBER
C001639,2026-04-16,2026-04-30,2.0,4327.73,2163.865,2026-04,236.0,1.0,14.0,2.0,ACTIVE_COHORT_MEMBER
C001640,2026-04-12,2026-10-13,2.0,4693.3,2346.65,2026-04,70.0,1.0,184.0,0.32608695652173914,ACTIVE_COHORT_MEMBER
C001641,2025-12-30,2026-01-06,2.0,8460.15,4230.075,2025-12,350.0,1.0,7.0,2.0,ACTIVE_COHORT_MEMBER
C001642,2026-07-10,2026-10-02,2.0,5999.96,2999.98,2026-07,81.0,1.0,84.0,0.7142857142857143,ACTIVE_COHORT_MEMBER
C001643,,,,,,,,,,,NO_BOOKING
C001644,,,,,,,,,,,NO_BOOKING
C001645,2025-08-28,2026-08-07,3.0,9267.369999999999,3089.123333333333,2025-08,137.0,1.0,344.0,0.2616279069767442,ACTIVE_COHORT_MEMBER
C001646,2026-01-08,2026-04-20,3.0,10795.25,3598.4166666666665,2026-01,246.0,1.0,102.0,0.8823529411764706,ACTIVE_COHORT_MEMBER
C001647,2025-09-30,2026-11-27,2.0,6316.4400000000005,3158.2200000000003,2025-09,25.0,1.0,423.0,0.14184397163120568,ACTIVE_COHORT_MEMBER
C001648,2026-04-27,2026-06-23,2.0,6189.91,3094.955,2026-04,182.0,1.0,57.0,1.0526315789473684,ACTIVE_COHORT_MEMBER
C001649,2025-10-03,2025-10-03,1.0,2461.22,2461.22,2025-10,445.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001650,2026-01-17,2026-01-17,1.0,601.87,601.87,2026-01,339.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001651,,,,,,,,,,,NO_BOOKING
C001652,2026-09-13,2026-09-13,1.0,1226.94,1226.94,2026-09,100.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001653,2025-10-17,2025-10-17,1.0,1020.16,1020.16,2025-10,431.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001654,2026-03-27,2026-03-27,1.0,3301.73,3301.73,2026-03,270.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001655,2026-03-22,2026-03-22,1.0,2621.43,2621.43,2026-03,275.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001656,2026-02-13,2026-02-13,1.0,1384.61,1384.61,2026-02,312.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001657,2026-02-07,2026-02-07,1.0,2070.68,2070.68,2026-02,318.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001658,2025-08-30,2025-08-30,1.0,4404.83,4404.83,2025-08,479.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001659,2025-11-22,2026-01-01,2.0,3882.29,1941.145,2025-11,355.0,1.0,40.0,1.5,ACTIVE_COHORT_MEMBER
C001660,,,,,,,,,,,NO_BOOKING
C001661,2026-09-23,2026-09-23,1.0,4400.53,4400.53,2026-09,90.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001662,2026-07-18,2026-07-18,1.0,3769.87,3769.87,2026-07,157.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001663,,,,,,,,,,,NO_BOOKING
C001664,2025-09-04,2025-09-04,1.0,1687.03,1687.03,2025-09,474.0,0.0,0.0,1.0,ACTIVE_COHORT_MEMBER
C001665,2025-12-21,2026-03-25,2.0,4188.83,2094.415,2025-12,272.0,1.0,94.0,0.6382978723404256,ACTIVE_COHORT_MEMBER
C001666,,,,,,,,,,,NO_BOOKING
C001667,2026-05-25,2026-06-04,2.0,5889.65,2944.825,2026-05,201.0,1.0,10.0,2.0,ACTIVE_COHORT_MEMBER
