customer_id,total_bookings,total_revenue,average_booking_value,first_booking_date,last_booking_date,recency_days,booking_frequency,repeat_booking_flag,customer_segment,segment_reason,complaint_segment_status,complaint_segment_reason,is_vip,is_loyal,is_new,is_at_risk,is_dormant,cohort_month,cohort_status,cluster_id,cluster_status,segmentation_status,segmentation_method
C000240,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000241,2.0,4002.88,2001.44,2026-02-06,2026-05-28,208.0,0.5405,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2026-02,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000242,5.0,12249.11,2449.82,2025-11-07,2026-12-02,20.0,0.3846,1,VIP,Top-value customer with total revenue at or above the 90th percentile.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,1,0,0,0,0,2025-11,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000243,3.0,7456.28,2485.43,2026-04-24,2026-10-03,80.0,0.5556,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-04,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000244,2.0,3410.09,1705.04,2026-01-12,2026-06-07,198.0,0.411,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2026-01,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000245,3.0,3497.73,1165.91,2025-11-09,2026-04-10,256.0,0.5921,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-11,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000246,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000247,2.0,4014.91,2007.46,2026-05-20,2026-08-17,127.0,0.6742,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-05,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000248,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000249,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000250,3.0,5419.38,1806.46,2025-12-24,2026-07-14,161.0,0.4455,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000251,4.0,9736.81,2434.2,2025-12-14,2026-09-22,91.0,0.4255,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000252,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000253,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000254,4.0,13098.95,3274.74,2025-09-21,2026-08-28,116.0,0.3519,1,VIP,Top-value customer with total revenue at or above the 90th percentile.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,1,0,0,0,0,2025-09,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000255,2.0,2558.64,1279.32,2026-06-04,2026-08-24,120.0,0.7407,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-06,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000256,2.0,6042.98,3021.49,2025-09-07,2026-05-09,227.0,0.2459,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-09,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000257,2.0,5986.53,2993.26,2026-08-09,2026-08-29,115.0,2.0,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-08,ACTIVE_COHORT_MEMBER,0.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000258,1.0,1828.77,1828.77,2026-04-11,2026-04-11,255.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-04,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000259,2.0,7318.91,3659.46,2026-03-18,2026-12-07,15.0,0.2273,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-03,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000260,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000261,1.0,1413.63,1413.63,2026-05-29,2026-05-29,207.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-05,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000262,2.0,3845.98,1922.99,2025-11-15,2026-04-17,249.0,0.3922,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-11,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000263,2.0,3665.69,1832.84,2026-07-17,2026-07-26,149.0,2.0,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-07,ACTIVE_COHORT_MEMBER,0.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000264,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000265,4.0,13717.38,3429.34,2025-11-24,2026-08-13,131.0,0.458,1,VIP,Top-value customer with total revenue at or above the 90th percentile.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,1,0,0,0,0,2025-11,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000266,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000267,2.0,4516.78,2258.39,2025-12-31,2026-09-01,112.0,0.2459,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000268,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000269,1.0,2530.45,2530.45,2026-10-18,2026-10-18,65.0,1.0,0,NEW,Single-booking customer with recency <= 90 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,1,0,0,2026-10,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000270,4.0,8736.23,2184.06,2025-09-02,2026-07-16,159.0,0.3785,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-09,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000271,3.0,6385.76,2128.59,2025-11-18,2026-08-19,125.0,0.3285,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-11,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000272,3.0,8246.17,2748.72,2025-11-17,2026-06-27,178.0,0.4054,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-11,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000273,2.0,2880.92,1440.46,2026-07-04,2026-07-27,148.0,2.0,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-07,ACTIVE_COHORT_MEMBER,0.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000274,3.0,6031.21,2010.4,2026-02-14,2026-10-17,66.0,0.3673,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-02,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000275,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000276,2.0,2623.33,1311.66,2026-03-29,2026-08-11,133.0,0.4444,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-03,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000277,2.0,8345.88,4172.94,2026-05-21,2026-06-24,181.0,1.7647,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2026-05,ACTIVE_COHORT_MEMBER,0.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000278,5.0,15769.57,3153.91,2026-01-04,2026-07-02,173.0,0.838,1,VIP,Top-value customer with total revenue at or above the 90th percentile.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,1,0,0,0,0,2026-01,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000279,1.0,1703.43,1703.43,2026-09-18,2026-09-18,95.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-09,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000280,1.0,1041.79,1041.79,2026-06-15,2026-06-15,190.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-06,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000281,2.0,5285.18,2642.59,2025-12-25,2026-07-03,172.0,0.3158,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000282,1.0,3418.54,3418.54,2026-03-11,2026-03-11,286.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-03,ACTIVE_COHORT_MEMBER,3.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000283,3.0,8712.46,2904.15,2026-02-03,2026-08-27,117.0,0.439,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-02,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000284,3.0,4680.7,1560.23,2025-10-08,2026-04-12,254.0,0.4839,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-10,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000285,2.0,4301.73,2150.86,2026-05-03,2026-06-18,187.0,1.3043,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2026-05,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000286,3.0,11957.26,3985.75,2026-01-01,2026-04-27,239.0,0.7759,1,VIP,Top-value customer with total revenue at or above the 90th percentile.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,1,0,0,0,0,2026-01,ACTIVE_COHORT_MEMBER,4.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000287,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000288,2.0,8638.27,4319.14,2026-03-29,2026-09-16,97.0,0.3509,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-03,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000289,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000290,1.0,2108.51,2108.51,2026-04-20,2026-04-20,246.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-04,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000291,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000292,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000293,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000294,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000295,4.0,7867.67,1966.92,2025-12-07,2026-11-29,23.0,0.3361,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000296,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000297,2.0,6885.72,3442.86,2025-09-09,2026-09-05,108.0,0.1662,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-09,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000298,1.0,3298.28,3298.28,2026-04-18,2026-04-18,248.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-04,ACTIVE_COHORT_MEMBER,3.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000299,3.0,5798.55,1932.85,2026-01-18,2026-09-17,96.0,0.3719,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-01,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000300,1.0,2216.84,2216.84,2026-08-05,2026-08-05,139.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-08,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000301,1.0,1164.55,1164.55,2026-05-27,2026-05-27,209.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-05,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000302,2.0,4253.82,2126.91,2025-12-27,2026-07-21,154.0,0.2913,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000303,2.0,5779.32,2889.66,2025-10-04,2026-02-04,321.0,0.4878,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-10,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000304,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000305,0.0,0.0,0.0,,,0.0,0.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,,NO_BOOKING,,NO_BOOKING_ACTIVITY,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000306,3.0,7649.7,2549.9,2025-08-19,2026-09-11,102.0,0.232,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-08,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000307,2.0,6575.59,3287.8,2026-01-08,2026-04-05,261.0,0.6897,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2026-01,ACTIVE_COHORT_MEMBER,3.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000308,2.0,2985.69,1492.84,2025-10-04,2026-04-28,238.0,0.2913,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-10,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000309,1.0,4768.37,4768.37,2026-09-19,2026-09-19,94.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-09,ACTIVE_COHORT_MEMBER,3.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000310,2.0,5290.92,2645.46,2026-01-11,2026-08-21,123.0,0.2703,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2026-01,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000311,2.0,4706.88,2353.44,2025-12-11,2026-08-18,126.0,0.24,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-12,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000312,1.0,2588.5,2588.5,2026-04-04,2026-04-04,262.0,1.0,0,OTHER,Does not match an active roadmap segment rule.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,0,0,2026-04,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000313,2.0,1793.15,896.58,2025-10-30,2026-05-06,230.0,0.3191,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-10,ACTIVE_COHORT_MEMBER,2.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000314,2.0,8593.41,4296.7,2025-11-19,2026-08-21,123.0,0.2182,1,LOYAL,Repeat customer with recency <= 180 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,1,0,0,0,2025-11,ACTIVE_COHORT_MEMBER,1.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
C000315,2.0,6882.56,3441.28,2025-11-07,2026-01-28,328.0,0.7317,1,AT_RISK,Repeat customer inactive for more than 180 days and not beyond 365 days.,NOT_SUPPORTED,Complaint data is not available in the current dataset.,0,0,0,1,0,2025-11,ACTIVE_COHORT_MEMBER,3.0,CLUSTERED,READY,RULE_BASED_PRIMARY_WITH_COHORT_AND_EXPLORATORY_CLUSTER
