booking_id,customer_id,trip_id,booking_date,booking_amount,booking_status
B002122,C000820,T000030,2026-01-28,3062.49,Confirmed
B002123,C000420,T000012,2026-01-14,4760.62,Cancelled
B002124,C004220,T000035,2026-03-13,1846.24,Cancelled
B002125,C004518,T000011,2026-08-09,1874.26,Cancelled
B002126,C003303,T000044,2026-05-02,2665.31,Confirmed
B002127,C001509,T000004,2026-02-19,4633.44,Confirmed
B002128,C000768,T000025,2026-09-07,2385.75,Confirmed
B002129,C002045,T000048,2026-06-08,1504.53,Confirmed
B002130,C002140,T000032,2026-02-22,1234.09,Confirmed
B002131,C003030,T000020,2026-07-03,2556.57,Confirmed
B002132,C001550,T000050,2026-10-06,4103.05,Confirmed
B002133,C001765,T000031,2025-11-22,1811.09,Cancelled
B002134,C002646,T000004,2025-12-26,2806.35,Confirmed
B002135,C003717,T000038,2026-12-11,3213.54,Confirmed
B002136,C004606,T000047,2026-01-15,2527.12,Confirmed
B002137,C004482,T000001,2025-12-09,1362.61,Pending
B002138,C002294,T000003,2026-05-04,4647.86,Confirmed
B002139,C004838,T000037,2025-10-22,3044.52,Cancelled
B002140,C002709,T000022,2026-02-03,3781.1,Confirmed
B002141,C000901,T000017,2026-03-28,3362.19,Confirmed
B002142,C003085,T000014,2026-08-16,4991.22,Confirmed
B002143,C002010,T000041,2026-06-06,2553.4,Pending
B002144,C000242,T000035,2026-05-10,2412.38,Confirmed
B002145,C002386,T000013,2025-11-22,2120.63,Confirmed
B002146,C004269,T000035,2026-01-21,2127.33,Confirmed
B002147,C000672,T000043,2026-10-09,1740.97,Confirmed
B002148,C000164,T000002,2026-09-23,4912.84,Pending
B002149,C000465,T000047,2026-04-02,4418.52,Confirmed
B002150,C003043,T000013,2026-02-19,1925.03,Confirmed
B002151,C004593,T000016,2026-03-28,1873.53,Confirmed
B002152,C004796,T000018,2026-08-29,965.9,Confirmed
B002153,C002443,T000007,2025-12-24,4446.64,Confirmed
B002154,C004799,T000045,2025-11-03,2172.95,Confirmed
B002155,C002356,T000036,2026-01-01,3076.77,Confirmed
B002156,C004279,T000041,2026-06-09,4551.7,Confirmed
B002157,C004725,T000030,2025-10-10,2336.45,Cancelled
B002158,C002558,T000042,2026-04-30,4130.91,Confirmed
B002159,C000546,T000041,2026-09-17,2436.29,Confirmed
B002160,C004720,T000007,2025-10-21,3654.23,Confirmed
B002161,C003836,T000015,2026-05-23,2440.33,Confirmed
B002162,C000594,T000040,2026-07-19,2267.42,Confirmed
B002163,C004840,T000019,2026-04-20,4958.19,Confirmed
B002164,C003805,T000043,2026-06-08,3255.57,Cancelled
B002165,C001460,T000037,2025-12-03,2153.26,Pending
B002166,C003494,T000002,2026-11-01,1660.19,Cancelled
B002167,C002602,T000042,2025-11-14,678.95,Confirmed
B002168,C002445,T000048,2026-05-23,3679.55,Confirmed
B002169,C002673,T000013,2026-01-24,2174.71,Pending
B002170,C004201,T000040,2026-06-22,4195.64,Confirmed
B002171,C000017,T000041,2026-10-16,2137.41,Confirmed
B002172,C003192,T000043,2026-10-12,2179.98,Confirmed
B002173,C000393,T000043,2026-10-13,4006.31,Confirmed
B002174,C000425,T000031,2025-10-14,2702.6,Confirmed
B002175,C000572,T000016,2026-03-29,4482.03,Cancelled
B002176,C003632,T000042,2025-12-31,3155.61,Confirmed
B002177,C001121,T000044,2026-01-16,1582.9,Confirmed
B002178,C000242,T000006,2026-01-17,3057.22,Confirmed
B002179,C003898,T000028,2026-08-17,518.01,Confirmed
B002180,C004096,T000032,2026-04-03,1905.79,Confirmed
B002181,C002280,T000044,2026-01-26,1435.79,Confirmed
B002182,C000789,T000010,2026-07-09,3443.85,Confirmed
B002183,C000715,T000050,2026-09-15,1112.17,Confirmed
B002184,C004855,T000018,2026-07-04,1805.44,Confirmed
B002185,C002850,T000004,2025-11-04,1990.89,Confirmed
B002186,C000776,T000009,2026-01-09,514.82,Confirmed
B002187,C004027,T000007,2025-11-21,710.45,Confirmed
B002188,C002248,T000050,2026-10-23,1900.07,Confirmed
B002189,C000079,T000008,2026-03-25,1500.6,Confirmed
B002190,C003927,T000043,2026-08-05,1026.08,Confirmed
B002191,C000856,T000007,2025-10-17,1193.73,Confirmed
B002192,C002149,T000041,2026-10-14,4259.92,Confirmed
B002193,C001032,T000040,2026-05-29,3574.94,Cancelled
B002194,C004941,T000003,2026-05-08,2678.53,Confirmed
B002195,C003272,T000017,2026-04-13,4589.94,Confirmed
B002196,C003577,T000002,2026-10-22,632.99,Pending
B002197,C004183,T000015,2026-05-14,2052.21,Confirmed
B002198,C003457,T000046,2026-07-04,4205.23,Confirmed
B002199,C003507,T000029,2026-11-29,3327.3,Confirmed
B002200,C000408,T000050,2026-05-28,4917.59,Confirmed
B002201,C002712,T000048,2026-08-15,4750.32,Confirmed
B002202,C003089,T000022,2026-06-29,1264.74,Confirmed
B002203,C001669,T000004,2025-12-02,4873.94,Confirmed
B002204,C000148,T000006,2026-06-17,4754.91,Confirmed
B002205,C004328,T000038,2026-08-01,2181.25,Confirmed
B002206,C003898,T000026,2025-12-31,4922.96,Confirmed
B002207,C001951,T000011,2026-06-18,661.3,Confirmed
B002208,C000366,T000026,2025-10-23,3473.38,Confirmed
B002209,C001675,T000017,2026-05-14,1697.67,Confirmed
B002210,C004532,T000024,2026-01-17,1082.58,Confirmed
B002211,C004495,T000028,2026-04-02,3098.91,Confirmed
B002212,C002547,T000035,2026-01-28,1878.58,Confirmed
B002213,C000563,T000031,2025-09-23,3500.71,Confirmed
B002214,C003563,T000013,2026-03-16,2929.91,Confirmed
B002215,C002490,T000035,2026-04-26,2266.65,Confirmed
B002216,C000773,T000016,2026-03-24,1318.2,Cancelled
B002217,C002038,T000015,2026-01-06,3205.63,Pending
B002218,C003424,T000043,2026-06-04,4231.54,Cancelled
B002219,C002568,T000018,2026-06-01,3200.02,Confirmed
B002220,C001574,T000047,2026-03-18,3247.35,Pending
B002221,C003695,T000037,2025-10-03,2803.27,Confirmed
B002222,C003292,T000048,2026-08-03,2247.08,Confirmed
B002223,C001247,T000048,2026-06-19,2558.56,Pending
B002224,C003720,T000049,2026-02-10,4952.94,Cancelled
B002225,C003840,T000041,2026-10-11,3873.51,Confirmed
B002226,C000360,T000027,2026-08-26,2437.52,Cancelled
B002227,C002377,T000035,2026-01-14,2557.83,Confirmed
B002228,C003010,T000045,2025-12-12,2748.34,Confirmed
B002229,C002994,T000035,2026-01-16,3466.91,Confirmed
B002230,C000963,T000028,2026-05-22,2596.81,Pending
B002231,C003633,T000039,2025-09-26,3587.81,Confirmed
B002232,C001828,T000038,2026-07-20,1981.35,Cancelled
B002233,C001614,T000009,2026-03-07,2347.88,Confirmed
B002234,C001641,T000012,2026-01-06,4388.24,Cancelled
B002235,C002217,T000015,2026-04-10,1980.08,Confirmed
B002236,C004313,T000021,2026-08-30,4839.97,Confirmed
B002237,C000378,T000035,2026-02-27,1276.27,Cancelled
B002238,C004215,T000042,2026-04-18,1587.56,Confirmed
B002239,C004286,T000033,2026-04-26,2586.56,Confirmed
B002240,C000370,T000019,2026-05-28,4088.34,Confirmed
B002241,C002197,T000023,2026-09-23,3792.09,Confirmed
B002242,C003748,T000013,2025-12-02,1285.1,Confirmed
B002243,C000652,T000044,2026-01-04,1565.08,Confirmed
B002244,C000770,T000001,2025-12-16,3088.68,Confirmed
B002245,C002422,T000029,2026-11-19,1828.24,Cancelled
B002246,C000781,T000024,2026-03-15,2400.46,Pending
B002247,C001717,T000016,2026-02-03,2689.67,Confirmed
B002248,C003984,T000025,2026-06-22,3174.11,Confirmed
B002249,C001312,T000023,2026-05-15,1629.73,Cancelled
B002250,C003360,T000028,2026-06-07,1234.13,Confirmed
B002251,C000523,T000047,2026-03-06,2293.54,Cancelled
B002252,C000522,T000016,2026-01-14,869.12,Confirmed
B002253,C004879,T000043,2026-08-07,2870.44,Confirmed
B002254,C002321,T000038,2026-11-16,4278.22,Confirmed
B002255,C000936,T000011,2026-09-28,1035.39,Confirmed
B002256,C002231,T000003,2026-07-08,1007.29,Cancelled
B002257,C004041,T000015,2026-05-11,860.98,Confirmed
B002258,C004584,T000001,2025-12-12,4315.38,Confirmed
B002259,C004942,T000007,2026-01-06,863.17,Confirmed
B002260,C003698,T000001,2026-03-30,4925.58,Confirmed
B002261,C002838,T000049,2025-12-04,2112.49,Confirmed
B002262,C004084,T000032,2026-01-17,1979.43,Confirmed
B002263,C002462,T000009,2026-03-06,912.34,Confirmed
B002264,C003244,T000029,2026-11-04,3135.39,Confirmed
B002265,C003360,T000026,2025-10-06,3136.47,Confirmed
B002266,C000686,T000023,2026-09-25,2722.13,Confirmed
B002267,C002161,T000045,2025-10-08,1899.59,Confirmed
B002268,C003989,T000043,2026-08-06,2158.61,Cancelled
B002269,C004067,T000029,2026-10-23,1942.27,Confirmed
B002270,C001568,T000038,2026-11-25,2417.66,Confirmed
B002271,C000039,T000033,2026-06-21,2038.05,Confirmed
B002272,C002545,T000007,2025-08-28,3539.83,Confirmed
B002273,C004876,T000012,2026-02-05,1831.04,Pending
B002274,C001257,T000031,2026-01-23,2078.77,Confirmed
B002275,C002991,T000032,2026-03-11,2459.57,Cancelled
B002276,C002197,T000020,2026-11-02,517.83,Confirmed
B002277,C003469,T000017,2026-04-07,2714.37,Confirmed
B002278,C002709,T000036,2026-03-22,1651.19,Pending
B002279,C000302,T000003,2026-07-21,752.68,Confirmed
B002280,C000647,T000001,2025-11-04,4599.6,Confirmed
B002281,C004759,T000050,2026-06-28,1950.88,Confirmed
B002282,C001760,T000027,2026-08-12,2417.38,Pending
B002283,C004352,T000047,2026-03-28,4223.04,Confirmed
B002284,C000598,T000040,2026-07-07,1250.55,Confirmed
B002285,C000662,T000033,2026-01-18,4326.39,Confirmed
B002286,C004331,T000020,2026-08-02,1587.37,Pending
B002287,C001369,T000014,2026-12-07,3150.67,Confirmed
B002288,C002582,T000036,2026-02-12,3585.55,Cancelled
B002289,C003869,T000005,2026-02-06,4572.56,Cancelled
B002290,C003538,T000023,2026-04-15,3234.37,Confirmed
B002291,C004866,T000045,2025-09-16,2539.54,Confirmed
B002292,C004309,T000015,2026-02-25,3075.21,Confirmed
B002293,C004559,T000006,2026-02-19,1409.37,Confirmed
B002294,C000283,T000033,2026-02-03,3600.83,Confirmed
B002295,C003679,T000019,2026-06-23,1340.96,Confirmed
B002296,C001487,T000013,2025-12-16,3007.61,Confirmed
B002297,C004083,T000029,2026-11-21,3414.22,Pending
B002298,C004184,T000006,2026-02-16,4543.62,Confirmed
B002299,C000461,T000015,2026-04-08,2525.85,Cancelled
B002300,C002326,T000016,2025-12-15,3989.0,Confirmed
B002301,C003755,T000024,2026-05-11,1253.89,Confirmed
B002302,C002469,T000023,2026-07-11,1202.88,Confirmed
B002303,C001725,T000048,2026-04-16,2861.59,Confirmed
B002304,C001377,T000010,2026-06-07,3183.53,Confirmed
B002305,C002744,T000041,2026-11-07,3345.53,Confirmed
B002306,C000515,T000041,2026-07-05,3855.53,Confirmed
B002307,C000703,T000049,2025-11-25,1827.19,Cancelled
B002308,C001654,T000017,2026-03-27,3301.73,Confirmed
B002309,C002067,T000049,2025-11-19,1346.63,Pending
B002310,C000023,T000044,2026-01-16,1485.49,Cancelled
B002311,C002461,T000045,2025-11-21,802.89,Confirmed
B002312,C001305,T000030,2025-10-16,3861.5,Confirmed
B002313,C003301,T000044,2026-01-09,2781.47,Confirmed
B002314,C000362,T000046,2026-08-31,1571.84,Confirmed
B002315,C003728,T000010,2026-06-16,3003.07,Confirmed
B002316,C001285,T000019,2026-08-19,2094.08,Pending
B002317,C000515,T000029,2026-11-25,4267.44,Confirmed
B002318,C000449,T000002,2026-10-13,2876.67,Cancelled
B002319,C001856,T000036,2026-01-16,634.15,Confirmed
B002320,C004970,T000019,2026-07-15,4932.93,Confirmed
B002321,C003563,T000007,2025-12-08,834.34,Cancelled
B002322,C002521,T000026,2025-10-22,3631.81,Confirmed
B002323,C003082,T000015,2026-02-02,2467.65,Cancelled
B002324,C001429,T000047,2026-02-18,1621.93,Confirmed
B002325,C003968,T000038,2026-10-31,3544.06,Cancelled
B002326,C000923,T000003,2026-08-07,1066.54,Cancelled
B002327,C003138,T000038,2026-12-20,4362.11,Confirmed
B002328,C002160,T000016,2025-11-15,1627.75,Cancelled
B002329,C002548,T000002,2026-10-08,2126.54,Confirmed
B002330,C002980,T000031,2025-10-21,3346.9,Confirmed
B002331,C002282,T000028,2026-04-12,504.63,Confirmed
B002332,C002650,T000007,2025-09-25,2627.37,Confirmed
B002333,C000314,T000030,2025-11-19,4524.12,Confirmed
B002334,C002614,T000043,2026-10-24,3561.87,Cancelled
B002335,C003084,T000007,2025-11-11,2245.55,Confirmed
B002336,C002257,T000036,2026-04-17,3471.91,Pending
B002337,C001038,T000029,2026-09-06,4714.56,Pending
B002338,C003490,T000024,2026-02-04,1345.12,Confirmed
B002339,C002635,T000039,2025-10-11,2893.14,Pending
B002340,C003984,T000004,2025-11-25,1556.32,Cancelled
B002341,C001779,T000029,2026-10-21,4344.01,Confirmed
B002342,C003896,T000044,2025-12-14,3744.73,Confirmed
B002343,C001125,T000005,2025-11-15,4104.84,Confirmed
B002344,C000698,T000029,2026-10-24,4743.55,Confirmed
B002345,C002180,T000030,2026-01-02,1545.39,Confirmed
B002346,C001405,T000029,2026-09-07,719.24,Confirmed
B002347,C001044,T000026,2025-12-05,1809.07,Confirmed
B002348,C001930,T000019,2026-08-05,2296.13,Pending
B002349,C001014,T000026,2025-08-03,3313.22,Confirmed
B002350,C000227,T000037,2025-12-09,4089.67,Confirmed
B002351,C001829,T000027,2026-07-25,2074.11,Confirmed
B002352,C004918,T000030,2025-11-05,2630.74,Confirmed
B002353,C002024,T000030,2025-12-24,4034.6,Confirmed
B002354,C004967,T000003,2026-06-10,1513.98,Confirmed
B002355,C002453,T000043,2026-08-03,1477.09,Pending
B002356,C002086,T000007,2025-10-28,3151.55,Confirmed
B002357,C004284,T000049,2026-02-07,2462.26,Confirmed
B002358,C001081,T000009,2025-11-30,4770.04,Confirmed
B002359,C002321,T000041,2026-07-27,2106.64,Pending
B002360,C003191,T000042,2025-12-11,3918.0,Confirmed
B002361,C002631,T000013,2025-12-03,3123.92,Confirmed
B002362,C002564,T000015,2026-03-10,745.59,Cancelled
B002363,C003293,T000005,2026-01-10,879.73,Confirmed
B002364,C004622,T000029,2026-08-15,1414.2,Confirmed
B002365,C003587,T000035,2026-04-01,1144.19,Confirmed
B002366,C004432,T000027,2026-07-25,1982.17,Confirmed
B002367,C002948,T000027,2026-03-18,3105.45,Confirmed
B002368,C003960,T000008,2026-04-01,3210.63,Confirmed
B002369,C002814,T000032,2026-03-07,3144.96,Cancelled
B002370,C002584,T000020,2026-09-22,1029.24,Confirmed
B002371,C000162,T000010,2026-02-10,3201.01,Confirmed
B002372,C000594,T000013,2026-02-22,2343.86,Pending
B002373,C003260,T000029,2026-11-26,4563.74,Pending
B002374,C004156,T000035,2026-06-25,4603.93,Pending
B002375,C002963,T000008,2025-10-17,3956.78,Confirmed
B002376,C003889,T000029,2026-08-23,3663.98,Confirmed
B002377,C003391,T000031,2026-02-09,1017.29,Cancelled
B002378,C004502,T000041,2026-10-22,881.12,Confirmed
B002379,C000664,T000030,2025-11-06,4283.75,Confirmed
B002380,C001133,T000022,2026-03-31,2421.57,Confirmed
B002381,C000542,T000021,2026-08-27,2531.13,Confirmed
B002382,C002975,T000012,2025-12-13,4315.07,Confirmed
B002383,C000868,T000011,2026-08-31,3296.44,Cancelled
B002384,C002067,T000002,2026-07-04,1307.33,Confirmed
B002385,C000432,T000050,2026-09-01,1449.56,Confirmed
B002386,C004836,T000041,2026-08-11,528.7,Confirmed
B002387,C004279,T000002,2026-10-11,3698.02,Confirmed
B002388,C001207,T000034,2026-07-31,2685.25,Pending
B002389,C002529,T000003,2026-08-01,4774.84,Pending
B002390,C001170,T000016,2026-02-13,3713.06,Confirmed
B002391,C000831,T000004,2025-11-03,964.19,Pending
B002392,C001652,T000023,2026-09-13,1226.94,Confirmed
B002393,C001137,T000050,2026-07-08,2757.76,Confirmed
B002394,C002811,T000020,2026-07-09,4661.93,Confirmed
B002395,C000476,T000025,2026-10-30,1612.63,Pending
B002396,C002811,T000030,2025-09-30,4215.11,Confirmed
B002397,C001327,T000018,2026-10-12,1905.23,Confirmed
B002398,C001020,T000042,2026-03-10,1714.54,Confirmed
B002399,C001837,T000011,2026-09-07,4556.27,Confirmed
B002400,C004257,T000029,2026-08-31,712.59,Confirmed
B002401,C002449,T000017,2026-01-30,3473.33,Confirmed
B002402,C004294,T000026,2025-10-07,694.25,Cancelled
B002403,C001284,T000023,2026-04-08,4103.44,Confirmed
B002404,C000660,T000048,2026-08-28,4232.32,Confirmed
B002405,C002011,T000020,2026-10-15,4520.1,Cancelled
B002406,C000399,T000045,2026-01-13,1337.41,Confirmed
B002407,C001734,T000002,2026-10-02,1060.24,Cancelled
B002408,C002126,T000024,2026-01-27,2765.91,Pending
B002409,C002172,T000031,2025-12-07,1722.35,Pending
B002410,C000075,T000027,2026-08-11,3228.34,Confirmed
B002411,C004698,T000002,2026-08-19,2811.86,Confirmed
B002412,C003472,T000014,2026-06-30,1151.83,Confirmed
B002413,C000837,T000004,2025-12-13,3826.72,Confirmed
B002414,C000500,T000049,2026-02-16,4117.03,Pending
B002415,C000138,T000013,2026-04-02,4833.69,Confirmed
B002416,C002098,T000036,2026-02-11,2279.92,Confirmed
B002417,C003697,T000035,2026-03-20,2019.81,Cancelled
B002418,C001886,T000044,2026-04-21,1365.18,Confirmed
B002419,C002758,T000008,2026-03-30,1313.89,Confirmed
B002420,C003921,T000002,2026-11-24,1944.74,Pending
B002421,C001901,T000006,2026-02-07,4918.18,Confirmed
B002422,C002611,T000031,2026-01-30,915.16,Confirmed
B002423,C003987,T000010,2026-04-26,1667.15,Confirmed
B002424,C001450,T000044,2025-12-05,886.9,Cancelled
B002425,C000547,T000021,2026-05-03,1731.34,Confirmed
B002426,C004677,T000042,2026-03-17,915.81,Confirmed
B002427,C002004,T000010,2026-05-25,2787.39,Confirmed
B002428,C002097,T000023,2026-08-25,2472.6,Confirmed
B002429,C000704,T000003,2026-09-04,1283.23,Confirmed
B002430,C002404,T000032,2026-04-10,1286.64,Confirmed
B002431,C001626,T000020,2026-08-20,3317.49,Confirmed
B002432,C003332,T000010,2026-05-15,2242.05,Cancelled
B002433,C004734,T000029,2026-08-25,752.88,Cancelled
B002434,C002979,T000041,2026-05-22,4640.87,Confirmed
B002435,C004737,T000046,2026-11-02,2322.29,Cancelled
B002436,C002840,T000034,2026-05-04,3159.71,Confirmed
B002437,C003385,T000037,2025-12-24,4484.35,Cancelled
B002438,C002660,T000020,2026-06-17,2309.72,Cancelled
B002439,C001862,T000008,2026-02-02,4192.97,Confirmed
B002440,C002857,T000007,2025-12-12,4616.39,Confirmed
B002441,C000686,T000006,2026-03-29,1283.3,Confirmed
B002442,C004284,T000011,2026-08-26,4516.22,Confirmed
B002443,C001620,T000044,2026-01-27,1039.25,Confirmed
B002444,C004644,T000018,2026-05-22,1738.07,Confirmed
B002445,C001432,T000042,2025-12-16,4136.95,Cancelled
B002446,C000876,T000029,2026-09-20,4553.08,Cancelled
B002447,C004714,T000025,2026-10-16,3578.62,Confirmed
B002448,C002462,T000021,2026-05-31,971.72,Confirmed
B002449,C001366,T000046,2026-09-06,2853.47,Confirmed
B002450,C001244,T000003,2026-04-30,3076.85,Cancelled
B002451,C004999,T000018,2026-09-10,1768.37,Confirmed
B002452,C000163,T000024,2026-04-26,4960.83,Confirmed
B002453,C001975,T000047,2025-12-23,2010.33,Confirmed
B002454,C003292,T000038,2026-08-08,1446.15,Confirmed
B002455,C000270,T000010,2026-07-16,995.61,Pending
B002456,C000632,T000027,2026-06-17,2203.26,Confirmed
B002457,C000906,T000012,2026-03-08,3616.78,Pending
B002458,C003472,T000007,2025-12-18,1541.38,Confirmed
B002459,C003254,T000017,2026-01-12,3962.95,Cancelled
B002460,C002015,T000001,2026-03-02,1109.31,Confirmed
B002461,C001642,T000050,2026-07-10,2482.11,Confirmed
B002462,C000205,T000026,2025-11-12,3660.68,Confirmed
B002463,C000582,T000015,2026-02-17,1108.89,Confirmed
B002464,C000841,T000033,2026-05-15,3190.29,Confirmed
B002465,C001720,T000037,2025-11-25,4095.29,Confirmed
B002466,C002644,T000047,2026-05-02,3179.97,Pending
B002467,C002298,T000031,2026-01-15,2801.59,Confirmed
B002468,C000875,T000035,2026-05-20,4272.35,Confirmed
B002469,C000690,T000001,2025-12-31,4934.39,Pending
B002470,C004001,T000008,2025-12-04,1315.91,Confirmed
B002471,C003142,T000012,2026-02-25,3611.06,Confirmed
B002472,C001423,T000019,2026-03-29,862.96,Cancelled
B002473,C000672,T000025,2026-07-30,692.78,Pending
B002474,C001172,T000032,2026-06-12,1763.69,Confirmed
B002475,C003727,T000012,2026-01-29,4869.14,Cancelled
B002476,C000944,T000013,2026-03-29,2984.88,Confirmed
B002477,C001450,T000028,2026-07-12,1707.22,Confirmed
B002478,C003738,T000001,2026-04-05,1096.64,Confirmed
B002479,C002540,T000006,2026-03-01,4640.83,Confirmed
B002480,C003960,T000008,2026-01-28,2130.65,Confirmed
B002481,C004992,T000004,2025-10-24,1880.14,Confirmed
B002482,C004261,T000005,2026-02-22,4360.84,Confirmed
B002483,C002362,T000025,2026-08-27,3219.81,Confirmed
B002484,C003653,T000022,2026-04-30,1258.86,Confirmed
B002485,C003671,T000028,2026-06-20,2396.8,Cancelled
B002486,C001754,T000039,2025-12-12,4677.04,Confirmed
B002487,C002353,T000023,2026-07-31,4555.42,Cancelled
B002488,C001939,T000004,2025-12-15,815.49,Pending
B002489,C000371,T000004,2026-04-01,1708.76,Confirmed
B002490,C004949,T000047,2026-01-20,1195.43,Cancelled
B002491,C004480,T000021,2026-06-07,2902.15,Confirmed
B002492,C001932,T000037,2026-01-30,3874.92,Pending
B002493,C000425,T000041,2026-09-25,1829.94,Confirmed
B002494,C004725,T000002,2026-07-24,3910.98,Confirmed
B002495,C000895,T000007,2025-08-18,3509.22,Confirmed
B002496,C000598,T000049,2025-12-25,3777.0,Confirmed
B002497,C003063,T000016,2026-02-17,4767.1,Confirmed
B002498,C002337,T000017,2026-01-08,2410.75,Cancelled
B002499,C004689,T000020,2026-07-08,2041.56,Confirmed
B002500,C001688,T000023,2026-05-01,3577.31,Confirmed
B002501,C000573,T000034,2026-06-04,4134.01,Confirmed
B002502,C002091,T000011,2026-08-16,1361.5,Cancelled
B002503,C003670,T000034,2026-08-08,4310.6,Confirmed
B002504,C004273,T000033,2026-04-01,760.34,Cancelled
B002505,C004625,T000026,2025-08-01,528.77,Pending
B002506,C001634,T000002,2026-08-17,1212.92,Confirmed
B002507,C001518,T000023,2026-05-01,4904.0,Cancelled
B002508,C004294,T000041,2026-06-05,2856.04,Confirmed
B002509,C002658,T000022,2026-04-23,709.55,Cancelled
B002510,C003649,T000034,2026-04-02,4987.29,Confirmed
B002511,C004949,T000015,2026-04-21,3852.1,Pending
B002512,C003589,T000010,2026-06-16,4271.02,Confirmed
B002513,C001538,T000015,2026-01-13,1458.23,Confirmed
B002514,C003138,T000042,2026-04-08,974.52,Confirmed
B002515,C000098,T000029,2026-11-03,2817.88,Confirmed
B002516,C003216,T000023,2026-05-15,3974.79,Confirmed
B002517,C004531,T000017,2026-02-10,3370.01,Confirmed
B002518,C004733,T000009,2026-01-31,3339.77,Pending
B002519,C003751,T000050,2026-06-13,3906.93,Confirmed
B002520,C003158,T000036,2026-04-01,1521.59,Confirmed
B002521,C004684,T000009,2025-12-04,3476.84,Confirmed
B002522,C000344,T000016,2025-12-02,2264.5,Confirmed
B002523,C004667,T000036,2026-05-05,813.89,Cancelled
B002524,C000611,T000048,2026-08-24,1409.64,Confirmed
B002525,C001728,T000033,2026-06-03,4073.02,Confirmed
B002526,C002291,T000031,2025-09-08,4531.69,Confirmed
B002527,C001855,T000006,2026-01-23,1772.7,Confirmed
B002528,C002609,T000010,2026-05-12,1356.62,Cancelled
B002529,C002080,T000016,2026-04-17,620.26,Confirmed
B002530,C002325,T000004,2025-12-29,4764.64,Pending
B002531,C004628,T000022,2026-04-26,3577.35,Confirmed
B002532,C001178,T000013,2025-12-06,4806.64,Cancelled
B002533,C001092,T000016,2025-12-17,4387.32,Pending
B002534,C004980,T000029,2026-06-28,2032.1,Confirmed
B002535,C002792,T000006,2026-02-04,1007.07,Cancelled
B002536,C001750,T000026,2025-10-11,2745.76,Confirmed
B002537,C002676,T000011,2026-06-06,620.66,Confirmed
B002538,C000782,T000024,2026-01-19,1174.62,Confirmed
B002539,C003049,T000029,2026-10-31,1550.45,Confirmed
B002540,C002106,T000003,2026-07-15,3495.41,Confirmed
B002541,C003868,T000010,2026-03-24,2794.45,Confirmed
B002542,C004977,T000001,2025-12-29,1860.89,Cancelled
B002543,C004543,T000043,2026-08-11,3041.46,Pending
B002544,C002114,T000026,2025-08-20,1063.41,Confirmed
B002545,C003971,T000012,2025-12-02,3900.69,Confirmed
B002546,C001992,T000014,2026-07-21,3704.16,Cancelled
B002547,C001068,T000025,2026-10-18,1474.26,Cancelled
B002548,C001578,T000008,2025-11-12,3228.76,Confirmed
B002549,C001012,T000043,2026-06-10,2764.86,Confirmed
B002550,C002275,T000004,2025-11-18,773.67,Cancelled
B002551,C004870,T000028,2026-08-14,1751.69,Cancelled
B002552,C001815,T000007,2025-08-06,4997.67,Confirmed
B002553,C002427,T000010,2026-04-27,947.91,Pending
B002554,C004403,T000036,2025-12-26,2778.85,Confirmed
B002555,C004875,T000002,2026-09-25,4322.0,Pending
B002556,C002552,T000026,2025-08-10,1852.93,Confirmed
B002557,C003658,T000050,2026-06-06,1673.19,Confirmed
B002558,C000008,T000014,2026-09-08,4508.57,Confirmed
B002559,C002556,T000016,2026-04-11,1871.73,Cancelled
B002560,C000476,T000043,2026-08-24,3431.72,Confirmed
B002561,C002212,T000042,2026-01-08,3831.41,Cancelled
B002562,C000485,T000017,2025-12-22,4048.78,Confirmed
B002563,C004655,T000046,2026-06-16,4976.42,Cancelled
B002564,C002286,T000022,2026-01-22,4114.36,Confirmed
B002565,C004564,T000004,2026-01-19,3456.55,Confirmed
B002566,C003526,T000019,2026-09-03,4529.59,Confirmed
B002567,C003340,T000002,2026-10-04,4575.85,Confirmed
B002568,C002823,T000039,2025-12-13,4879.25,Cancelled
B002569,C004944,T000009,2026-02-13,3994.09,Confirmed
B002570,C002925,T000019,2026-06-06,1377.17,Confirmed
B002571,C000259,T000016,2026-03-18,3694.13,Confirmed
B002572,C000283,T000025,2026-08-26,838.08,Confirmed
B002573,C001899,T000048,2026-07-09,1930.83,Confirmed
B002574,C004136,T000018,2026-08-24,1021.13,Confirmed
B002575,C002977,T000023,2026-07-25,4774.74,Confirmed
B002576,C002268,T000021,2026-04-26,2024.39,Confirmed
B002577,C003201,T000011,2026-09-19,3709.47,Confirmed
B002578,C000613,T000039,2026-01-03,3070.93,Confirmed
B002579,C000688,T000041,2026-06-16,983.8,Confirmed
B002580,C003691,T000004,2026-01-28,3026.05,Cancelled
B002581,C000613,T000025,2026-08-25,3474.61,Pending
B002582,C002308,T000032,2026-02-23,4466.83,Confirmed
B002583,C003014,T000030,2025-12-11,815.39,Confirmed
B002584,C001782,T000045,2025-12-05,1830.35,Confirmed
B002585,C002592,T000026,2026-01-09,3615.53,Cancelled
B002586,C002697,T000036,2026-02-01,654.49,Confirmed
B002587,C003959,T000034,2026-09-18,1415.99,Cancelled
B002588,C000575,T000009,2026-01-27,1484.02,Confirmed
B002589,C001911,T000012,2025-11-09,3511.97,Confirmed
B002590,C003605,T000002,2026-09-18,1786.82,Confirmed
B002591,C000670,T000038,2026-12-03,3198.18,Confirmed
